#query	mnx_id	reference	xrefs	name
4MCATt2r				
5AIZCDC				
5APTLPO				
5APTNt2r				
5C2O3EDDC				
ABTA	MNXR95186	rheaR:23352	bigg.reaction:ABTA ... bigg.reaction:ABTArm ... bigg.reaction:R_ABTA ... bigg.reaction:R_ABTArm ... biggR:ABTA ... biggR:ABTArm ... biggR:R_ABTA ... biggR:R_ABTArm ... deprecated:MNXR30569 ... kegg.reaction:R01648 ... keggR:R01648 ... metacyc.reaction:GABATRANSAM-RXN ... metacycR:GABATRANSAM-RXN ... rhea:23352 ... rhea:23353 ... rhea:23354 ... rhea:23355 ... rheaR:23352 ... rheaR:23353 ... rheaR:23354 ... rheaR:23355 ... sabiork.reaction:1785 ... sabiorkR:1785 ... seed.reaction:rxn01204 ... seed.reaction:rxn19742 ... seed.reaction:rxn27867 ... seedR:rxn01204 ... seedR:rxn19742 ... seedR:rxn27867	1 MNXM172@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM192@MNXD1 + 1 MNXM20@MNXD1
ABUTD	MNXR95191	rheaR:19105	bigg.reaction:ABUTD ... bigg.reaction:ABUTDm ... bigg.reaction:R_ABUTD ... bigg.reaction:R_ABUTDm ... biggR:ABUTD ... biggR:ABUTDm ... biggR:R_ABUTD ... biggR:R_ABUTDm ... deprecated:MNXR337 ... kegg.reaction:R02549 ... keggR:R02549 ... metacyc.reaction:AMINOBUTDEHYDROG-RXN ... metacycR:AMINOBUTDEHYDROG-RXN ... rhea:19105 ... rhea:19106 ... rhea:19107 ... rhea:19108 ... rheaR:19105 ... rheaR:19106 ... rheaR:19107 ... rheaR:19108 ... sabiork.reaction:2464 ... sabiorkR:2464 ... seed.reaction:rxn01851 ... seed.reaction:rxn19161 ... seed.reaction:rxn30209 ... seedR:rxn01851 ... seedR:rxn19161 ... seedR:rxn30209	1 MNXM10@MNXD1 + 1 MNXM192@MNXD1 + 2 MNXM1@MNXD1 = 1 MNXM422@MNXD1 + 1 MNXM8@MNXD1 + 1 WATER@MNXD1
ABUTR				
ABUTt2r	MNXR94994	rheaR:28915	bigg.reaction:4ABUTthi ... bigg.reaction:4ABUTtmi ... bigg.reaction:ABUTt2pp ... bigg.reaction:ABUTt2r ... bigg.reaction:ABUTt2rL ... bigg.reaction:R_4ABUTthi ... bigg.reaction:R_4ABUTtmi ... bigg.reaction:R_ABUTt2pp ... bigg.reaction:R_ABUTt2r ... bigg.reaction:R_ABUTt2rL ... biggR:4ABUTthi ... biggR:4ABUTtmi ... biggR:ABUTt2pp ... biggR:ABUTt2r ... biggR:ABUTt2rL ... biggR:R_4ABUTthi ... biggR:R_4ABUTtmi ... biggR:R_ABUTt2pp ... biggR:R_ABUTt2r ... biggR:R_ABUTt2rL ... metacyc.reaction:TRANS-RXN-57 ... metacycR:TRANS-RXN-57 ... rhea:28915 ... rhea:28916 ... rhea:28917 ... rhea:28918 ... rheaR:28915 ... rheaR:28916 ... rheaR:28917 ... rheaR:28918 ... seed.reaction:rxn05564 ... seed.reaction:rxn08027 ... seed.reaction:rxn34350 ... seed.reaction:rxn34477 ... seedR:rxn05564 ... seedR:rxn08027 ... seedR:rxn34350 ... seedR:rxn34477	1 MNXM01@MNXD1 + 1 MNXM192@MNXD1 = 1 MNXM01@MNXD2 + 1 MNXM192@MNXD2
ACACT1r	MNXR190494	rheaR:21036	bigg.reaction:ACACT1m ... bigg.reaction:ACACT1r ... bigg.reaction:ACACT1x ... bigg.reaction:KAT1 ... bigg.reaction:R_ACACT1m ... bigg.reaction:R_ACACT1r ... bigg.reaction:R_ACACT1x ... bigg.reaction:R_KAT1 ... biggR:ACACT1m ... biggR:ACACT1r ... biggR:ACACT1x ... biggR:KAT1 ... biggR:R_ACACT1m ... biggR:R_ACACT1r ... biggR:R_ACACT1x ... biggR:R_KAT1 ... deprecated:MNXR190495 ... deprecated:MNXR95194 ... kegg.reaction:R00238 ... keggR:R00238 ... metacyc.reaction:ACETYL-COA-ACETYLTRANSFER-RXN ... metacycR:ACETYL-COA-ACETYLTRANSFER-RXN ... rhea:21036 ... rhea:21037 ... rhea:21038 ... rhea:21039 ... rheaR:21036 ... rheaR:21037 ... rheaR:21038 ... rheaR:21039 ... sabiork.reaction:531 ... sabiorkR:531 ... seed.reaction:rxn00178 ... seed.reaction:rxn19031 ... seed.reaction:rxn31209 ... seed.reaction:rxn31210 ... seedR:rxn00178 ... seedR:rxn19031 ... seedR:rxn31209 ... seedR:rxn31210	1 MNXM1103802@MNXD1 + 1 MNXM727276@MNXD1 = 2 MNXM1104266@MNXD1
ACACT2r	MNXR152737	rheaR:31111	bigg.reaction:ACACT11 ... bigg.reaction:ACACT2 ... bigg.reaction:ACACT2m ... bigg.reaction:ACACT2r ... bigg.reaction:HMR_3101 ... bigg.reaction:R_ACACT11 ... bigg.reaction:R_ACACT2 ... bigg.reaction:R_ACACT2m ... bigg.reaction:R_ACACT2r ... bigg.reaction:R_HMR_3101 ... bigg.reaction:R_r0287 ... bigg.reaction:r0287 ... biggR:ACACT11 ... biggR:ACACT2 ... biggR:ACACT2m ... biggR:ACACT2r ... biggR:HMR_3101 ... biggR:R_ACACT11 ... biggR:R_ACACT2 ... biggR:R_ACACT2m ... biggR:R_ACACT2r ... biggR:R_HMR_3101 ... biggR:R_r0287 ... biggR:r0287 ... deprecated:MNXR190100 ... deprecated:MNXR190101 ... deprecated:MNXR190102 ... deprecated:MNXR95196 ... kegg.reaction:R01177 ... keggR:R01177 ... metacyc.reaction:RXN-12565 ... metacycR:RXN-12565 ... rhea:31111 ... rhea:31112 ... rhea:31113 ... rhea:31114 ... rheaR:31111 ... rheaR:31112 ... rheaR:31113 ... rheaR:31114 ... sabiork.reaction:1414 ... sabiorkR:1414 ... seed.reaction:rxn00874 ... seed.reaction:rxn19968 ... seed.reaction:rxn19980 ... seedR:rxn00874 ... seedR:rxn19968 ... seedR:rxn19980	1 MNXM1104266@MNXD1 + 1 MNXM1104300@MNXD1 = 1 MNXM1104699@MNXD1 + 1 MNXM727276@MNXD1
ACACT3r	MNXR190498	rheaR:31203	bigg.reaction:ACACT3 ... bigg.reaction:ACACT3m ... bigg.reaction:ACACT3r ... bigg.reaction:ACACT8 ... bigg.reaction:HMR_3097 ... bigg.reaction:R_ACACT3 ... bigg.reaction:R_ACACT3m ... bigg.reaction:R_ACACT3r ... bigg.reaction:R_ACACT8 ... bigg.reaction:R_HMR_3097 ... bigg.reaction:R_r0732 ... bigg.reaction:r0732 ... biggR:ACACT3 ... biggR:ACACT3m ... biggR:ACACT3r ... biggR:ACACT8 ... biggR:HMR_3097 ... biggR:R_ACACT3 ... biggR:R_ACACT3m ... biggR:R_ACACT3r ... biggR:R_ACACT8 ... biggR:R_HMR_3097 ... biggR:R_r0732 ... biggR:r0732 ... deprecated:MNXR190499 ... deprecated:MNXR190500 ... deprecated:MNXR95197 ... kegg.reaction:R04747 ... keggR:R04747 ... metacyc.reaction:RXN-14277 ... metacycR:RXN-14277 ... rhea:31203 ... rhea:31204 ... rhea:31205 ... rhea:31206 ... rheaR:31203 ... rheaR:31204 ... rheaR:31205 ... rheaR:31206 ... sabiork.reaction:4403 ... sabiorkR:4403 ... seed.reaction:rxn03248 ... seed.reaction:rxn19977 ... seed.reaction:rxn19989 ... seedR:rxn03248 ... seedR:rxn19977 ... seedR:rxn19989	1 MNXM1093448@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1103616@MNXD1 + 1 MNXM1104266@MNXD1
ACACT4r	MNXR190501	rheaR:31087	bigg.reaction:ACACT13 ... bigg.reaction:ACACT4m ... bigg.reaction:ACACT4p ... bigg.reaction:ACACT4r ... bigg.reaction:R_ACACT13 ... bigg.reaction:R_ACACT4m ... bigg.reaction:R_ACACT4p ... bigg.reaction:R_ACACT4r ... biggR:ACACT13 ... biggR:ACACT4m ... biggR:ACACT4p ... biggR:ACACT4r ... biggR:R_ACACT13 ... biggR:R_ACACT4m ... biggR:R_ACACT4p ... biggR:R_ACACT4r ... deprecated:MNXR190502 ... deprecated:MNXR95198 ... kegg.reaction:R03778 ... keggR:R03778 ... metacyc.reaction:RXN-13617 ... metacycR:RXN-13617 ... rhea:31087 ... rhea:31088 ... rhea:31089 ... rhea:31090 ... rheaR:31087 ... rheaR:31088 ... rheaR:31089 ... rheaR:31090 ... sabiork.reaction:3537 ... sabiorkR:3537 ... seed.reaction:rxn02680 ... seed.reaction:rxn19976 ... seed.reaction:rxn19988 ... seedR:rxn02680 ... seedR:rxn19976 ... seedR:rxn19988	1 MNXM1093479@MNXD1 + 1 MNXM1104266@MNXD1 = 1 MNXM1104685@MNXD1 + 1 MNXM727276@MNXD1
ACACT5r	MNXR190103	rheaR:31183	bigg.reaction:ACACT10 ... bigg.reaction:ACACT5m ... bigg.reaction:ACACT5p ... bigg.reaction:ACACT5r ... bigg.reaction:R_ACACT10 ... bigg.reaction:R_ACACT5m ... bigg.reaction:R_ACACT5p ... bigg.reaction:R_ACACT5r ... biggR:ACACT10 ... biggR:ACACT5m ... biggR:ACACT5p ... biggR:ACACT5r ... biggR:R_ACACT10 ... biggR:R_ACACT5m ... biggR:R_ACACT5p ... biggR:R_ACACT5r ... deprecated:MNXR152739 ... deprecated:MNXR190104 ... kegg.reaction:R04742 ... keggR:R04742 ... metacyc.reaction:RXN-14274 ... metacycR:RXN-14274 ... rhea:31183 ... rhea:31184 ... rhea:31185 ... rhea:31186 ... rheaR:31183 ... rheaR:31184 ... rheaR:31185 ... rheaR:31186 ... sabiork.reaction:4398 ... sabiorkR:4398 ... seed.reaction:rxn03243 ... seed.reaction:rxn19970 ... seed.reaction:rxn19982 ... seedR:rxn03243 ... seedR:rxn19970 ... seedR:rxn19982	1 MNXM1092836@MNXD1 + 1 MNXM1104266@MNXD1 = 1 MNXM1104695@MNXD1 + 1 MNXM727276@MNXD1
ACACT6r	MNXR190503	rheaR:31091	bigg.reaction:ACACT6m ... bigg.reaction:ACACT6p ... bigg.reaction:ACACT6r ... bigg.reaction:ACACT9 ... bigg.reaction:R_ACACT6m ... bigg.reaction:R_ACACT6p ... bigg.reaction:R_ACACT6r ... bigg.reaction:R_ACACT9 ... biggR:ACACT6m ... biggR:ACACT6p ... biggR:ACACT6r ... biggR:ACACT9 ... biggR:R_ACACT6m ... biggR:R_ACACT6p ... biggR:R_ACACT6r ... biggR:R_ACACT9 ... deprecated:MNXR190504 ... deprecated:MNXR95201 ... kegg.reaction:R03858 ... keggR:R03858 ... metacyc.reaction:RXN-14268 ... metacycR:RXN-14268 ... rhea:31091 ... rhea:31092 ... rhea:31093 ... rhea:31094 ... rheaR:31091 ... rheaR:31092 ... rheaR:31093 ... rheaR:31094 ... seed.reaction:rxn06510 ... seed.reaction:rxn19974 ... seed.reaction:rxn19986 ... seedR:rxn06510 ... seedR:rxn19974 ... seedR:rxn19986	1 MNXM1103776@MNXD1 + 1 MNXM727276@MNXD1 = 1 MNXM1104266@MNXD1 + 1 MNXM1104435@MNXD1
ACACT7r	MNXR190505	rheaR:18161	bigg.reaction:ACACT12 ... bigg.reaction:ACACT7m ... bigg.reaction:ACACT7p ... bigg.reaction:ACACT7r ... bigg.reaction:R_ACACT12 ... bigg.reaction:R_ACACT7m ... bigg.reaction:R_ACACT7p ... bigg.reaction:R_ACACT7r ... biggR:ACACT12 ... biggR:ACACT7m ... biggR:ACACT7p ... biggR:ACACT7r ... biggR:R_ACACT12 ... biggR:R_ACACT7m ... biggR:R_ACACT7p ... biggR:R_ACACT7r ... deprecated:MNXR190506 ... deprecated:MNXR95203 ... kegg.reaction:R03991 ... keggR:R03991 ... metacyc.reaction:2.3.1.155-RXN ... metacyc.reaction:RXN-16560 ... metacycR:2.3.1.155-RXN ... metacycR:RXN-16560 ... rhea:18161 ... rhea:18162 ... rhea:18163 ... rhea:18164 ... rheaR:18161 ... rheaR:18162 ... rheaR:18163 ... rheaR:18164 ... sabiork.reaction:3726 ... sabiorkR:3726 ... seed.reaction:rxn02804 ... seed.reaction:rxn19967 ... seed.reaction:rxn19979 ... seedR:rxn02804 ... seedR:rxn19967 ... seedR:rxn19979	1 MNXM1104266@MNXD1 + 1 MNXM1104283@MNXD1 = 1 MNXM1104713@MNXD1 + 1 MNXM727276@MNXD1
ACALD	MNXR190509	rheaR:23288	bigg.reaction:ACALD ... bigg.reaction:ACALDh ... bigg.reaction:R_ACALD ... bigg.reaction:R_ACALDh ... biggR:ACALD ... biggR:ACALDh ... biggR:R_ACALD ... biggR:R_ACALDh ... deprecated:MNXR190510 ... deprecated:MNXR95210 ... kegg.reaction:R00228 ... keggR:R00228 ... metacyc.reaction:ACETALD-DEHYDROG-RXN ... metacycR:ACETALD-DEHYDROG-RXN ... rhea:23288 ... rhea:23289 ... rhea:23290 ... rhea:23291 ... rheaR:23288 ... rheaR:23289 ... rheaR:23290 ... rheaR:23291 ... sabiork.reaction:163 ... sabiorkR:163 ... seed.reaction:rxn00171 ... seed.reaction:rxn27656 ... seed.reaction:rxn32710 ... seed.reaction:rxn32711 ... seedR:rxn00171 ... seedR:rxn27656 ... seedR:rxn32710 ... seedR:rxn32711	1 MNXM10@MNXD1 + 1 MNXM1104266@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM727276@MNXD1 + 1 MNXM75@MNXD1 + 1 MNXM8@MNXD1
ACALDt	MNXR95212	seedR:rxn08032	bigg.reaction:ACALDt ... bigg.reaction:ACALDtex ... bigg.reaction:ACALDtm ... bigg.reaction:ACALDtpp ... bigg.reaction:ACALDtr ... bigg.reaction:ACALDtx ... bigg.reaction:EX_acald_e ... bigg.reaction:R_ACALDt ... bigg.reaction:R_ACALDtex ... bigg.reaction:R_ACALDtm ... bigg.reaction:R_ACALDtpp ... bigg.reaction:R_ACALDtr ... bigg.reaction:R_ACALDtx ... bigg.reaction:R_EX_acald_e ... biggR:ACALDt ... biggR:ACALDtex ... biggR:ACALDtm ... biggR:ACALDtpp ... biggR:ACALDtr ... biggR:ACALDtx ... biggR:EX_acald_e ... biggR:R_ACALDt ... biggR:R_ACALDtex ... biggR:R_ACALDtm ... biggR:R_ACALDtpp ... biggR:R_ACALDtr ... biggR:R_ACALDtx ... biggR:R_EX_acald_e ... deprecated:MNXR354 ... deprecated:MNXR98198 ... seed.reaction:rxn08032 ... seed.reaction:rxn08033 ... seed.reaction:rxn09700 ... seed.reaction:rxn13212 ... seed.reaction:rxn34463 ... seedR:rxn08032 ... seedR:rxn08033 ... seedR:rxn09700 ... seedR:rxn13212 ... seedR:rxn34463	1 MNXM75@MNXD1 = 1 MNXM75@MNXD2
ACBIPGT	MNXR190513	rheaR:22712	bigg.reaction:ACBIPGT ... bigg.reaction:R_ACBIPGT ... biggR:ACBIPGT ... biggR:R_ACBIPGT ... deprecated:MNXR190514 ... deprecated:MNXR95216 ... kegg.reaction:R05222 ... keggR:R05222 ... metacyc.reaction:COBINPGUANYLYLTRANS-RXN ... metacycR:COBINPGUANYLYLTRANS-RXN ... rhea:22712 ... rhea:22713 ... rhea:22714 ... rhea:22715 ... rheaR:22712 ... rheaR:22713 ... rheaR:22714 ... rheaR:22715 ... sabiork.reaction:4833 ... sabiorkR:4833 ... seed.reaction:rxn03537 ... seedR:rxn03537	1 MNXM1101279@MNXD1 + 1 MNXM11@MNXD1 = 1 MNXM1103553@MNXD1 + 1 MNXM1104880@MNXD1 + 1 MNXM1@MNXD1
ACCOACL				
ACCOAT	MNXR190521	seedR:rxn13213	bigg.reaction:ACCOAT ... bigg.reaction:ACCOAgt ... bigg.reaction:ACCOAtm_1 ... bigg.reaction:ACCOAtn ... bigg.reaction:ACCOAtr ... bigg.reaction:ACCOAts ... bigg.reaction:HMR_3106 ... bigg.reaction:R_ACCOAT ... bigg.reaction:R_ACCOAgt ... bigg.reaction:R_ACCOAtm_1 ... bigg.reaction:R_ACCOAtn ... bigg.reaction:R_ACCOAtr ... bigg.reaction:R_ACCOAts ... bigg.reaction:R_HMR_3106 ... bigg.reaction:R_SK_accoa_h ... bigg.reaction:SK_accoa_h ... biggR:ACCOAT ... biggR:ACCOAgt ... biggR:ACCOAtm_1 ... biggR:ACCOAtn ... biggR:ACCOAtr ... biggR:ACCOAts ... biggR:HMR_3106 ... biggR:R_ACCOAT ... biggR:R_ACCOAgt ... biggR:R_ACCOAtm_1 ... biggR:R_ACCOAtn ... biggR:R_ACCOAtr ... biggR:R_ACCOAts ... biggR:R_HMR_3106 ... biggR:R_SK_accoa_h ... biggR:SK_accoa_h ... deprecated:MNXR190522 ... deprecated:MNXR95223 ... seed.reaction:rxn13213 ... seed.reaction:rxn31564 ... seed.reaction:rxn34186 ... seed.reaction:rxn34187 ... seed.reaction:rxn34188 ... seedR:rxn13213 ... seedR:rxn31564 ... seedR:rxn34186 ... seedR:rxn34187 ... seedR:rxn34188	1 MNXM1104266@MNXD1 = 1 MNXM1104266@MNXD2
ACEDIPIT				
ACGAMT	MNXR152762	biggR:ACGAMT	bigg.reaction:ACGAMT ... bigg.reaction:R_ACGAMT ... biggR:ACGAMT ... biggR:R_ACGAMT ... deprecated:MNXR95251	1 MNXM1101902@MNXD1 + 1 MNXM1104823@MNXD1 + 1 MNXM1@MNXD1 = 1 MNXM1104529@MNXD1 + 1 MNXM733031@MNXD1
ACGApts	MNXR190529	seedR:rxn05485	bigg.reaction:ACGApts ... bigg.reaction:ACGAptspp ... bigg.reaction:ACGAptsw ... bigg.reaction:R_ACGApts ... bigg.reaction:R_ACGAptspp ... bigg.reaction:R_ACGAptsw ... biggR:ACGApts ... biggR:ACGAptspp ... biggR:ACGAptsw ... biggR:R_ACGApts ... biggR:R_ACGAptspp ... biggR:R_ACGAptsw ... deprecated:MNXR190530 ... deprecated:MNXR95253 ... seed.reaction:rxn05485 ... seed.reaction:rxn08041 ... seed.reaction:rxn23064 ... seedR:rxn05485 ... seedR:rxn08041 ... seedR:rxn23064	1 MNXM1105935@MNXD1 + 1 MNXM73@MNXD2 = 1 MNXM1105999@MNXD2 + 1 MNXM23@MNXD2
ACGK	MNXR95256	rheaR:14629	bigg.reaction:ACGK ... bigg.reaction:ACGK_1 ... bigg.reaction:ACGKm ... bigg.reaction:AGK_h ... bigg.reaction:R_ACGK ... bigg.reaction:R_ACGK_1 ... bigg.reaction:R_ACGKm ... bigg.reaction:R_AGK_h ... biggR:ACGK ... biggR:ACGK_1 ... biggR:ACGKm ... biggR:AGK_h ... biggR:R_ACGK ... biggR:R_ACGK_1 ... biggR:R_ACGKm ... biggR:R_AGK_h ... deprecated:MNXR382 ... deprecated:MNXR76183 ... kegg.reaction:R02649 ... keggR:R02649 ... metacyc.reaction:ACETYLGLUTKIN-RXN ... metacycR:ACETYLGLUTKIN-RXN ... rhea:14629 ... rhea:14630 ... rhea:14631 ... rhea:14632 ... rheaR:14629 ... rheaR:14630 ... rheaR:14631 ... rheaR:14632 ... sabiork.reaction:2545 ... sabiorkR:2545 ... seed.reaction:rxn01917 ... seed.reaction:rxn27669 ... seed.reaction:rxn30332 ... seedR:rxn01917 ... seedR:rxn27669 ... seedR:rxn30332	1 MNXM1384@MNXD1 + 1 MNXM40333@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM730@MNXD1
ACGS	MNXR190531	rheaR:24292	bigg.reaction:ACGS ... bigg.reaction:ACGSm ... bigg.reaction:AGAS_h ... bigg.reaction:R_ACGS ... bigg.reaction:R_ACGSm ... bigg.reaction:R_AGAS_h ... biggR:ACGS ... biggR:ACGSm ... biggR:AGAS_h ... biggR:R_ACGS ... biggR:R_ACGSm ... biggR:R_AGAS_h ... deprecated:MNXR190532 ... deprecated:MNXR95259 ... kegg.reaction:R00259 ... keggR:R00259 ... metacyc.reaction:N-ACETYLTRANSFER-RXN ... metacycR:N-ACETYLTRANSFER-RXN ... rhea:24292 ... rhea:24293 ... rhea:24294 ... rhea:24295 ... rheaR:24292 ... rheaR:24293 ... rheaR:24294 ... rheaR:24295 ... sabiork.reaction:764 ... sabiorkR:764 ... seed.reaction:rxn00192 ... seed.reaction:rxn30107 ... seed.reaction:rxn33610 ... seedR:rxn00192 ... seedR:rxn30107 ... seedR:rxn33610	1 MNXM1104266@MNXD1 + 1 MNXM741173@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM727276@MNXD1 + 1 MNXM730@MNXD1
ACHBPL				
ACKr	MNXR95269	rheaR:11352	bigg.reaction:ACKr ... bigg.reaction:ACKrh ... bigg.reaction:ACKrm ... bigg.reaction:R_ACKr ... bigg.reaction:R_ACKrh ... bigg.reaction:R_ACKrm ... biggR:ACKr ... biggR:ACKrh ... biggR:ACKrm ... biggR:R_ACKr ... biggR:R_ACKrh ... biggR:R_ACKrm ... deprecated:MNXR390 ... kegg.reaction:R00315 ... keggR:R00315 ... metacyc.reaction:ACETATEKIN-RXN ... metacycR:ACETATEKIN-RXN ... rhea:11352 ... rhea:11353 ... rhea:11354 ... rhea:11355 ... rheaR:11352 ... rheaR:11353 ... rheaR:11354 ... rheaR:11355 ... sabiork.reaction:71 ... sabiorkR:71 ... seed.reaction:rxn00225 ... seed.reaction:rxn27661 ... seed.reaction:rxn27662 ... seed.reaction:rxn34299 ... seedR:rxn00225 ... seedR:rxn27661 ... seedR:rxn27662 ... seedR:rxn34299	1 MNXM26@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM280@MNXD1 + 1 MNXM40333@MNXD1
ACLS_a	MNXR95272	biggR:ACLS_a	bigg.reaction:ACLS_a ... bigg.reaction:R_ACLS_a ... biggR:ACLS_a ... biggR:R_ACLS_a ... deprecated:MNXR81470	1 MNXM13@MNXD1 + 1 MNXM148281@MNXD1 = 1 MNXM23@MNXD1 + 1 MNXM256@MNXD1
ACLS_b	MNXR154210	biggR:ACLS_b	bigg.reaction:ACLS_b ... bigg.reaction:R_ACLS_b ... biggR:ACLS_b ... biggR:R_ACLS_b	1 MNXM1103847@MNXD1 + 1 MNXM256@MNXD1 = 1 MNXM148281@MNXD1 + 1 MNXM23@MNXD1
ACNML	MNXR190119	seedR:rxn15267	bigg.reaction:ACNML ... bigg.reaction:R_ACNML ... biggR:ACNML ... biggR:R_ACNML ... deprecated:MNXR152790 ... deprecated:MNXR190120 ... seed.reaction:rxn15267 ... seedR:rxn15267	1 MNXM1105881@MNXD1 + 1 MNXM23@MNXD1 = 1 MNXM1106047@MNXD1
ACOAAGPAT140				
ACOAAGPAT160				
ACOAAGPAT180				
ACOAAGPATAI15				
ACOAAGPATAI17				
ACOAAGPATI14				
ACOAAGPATI15				
ACOAAGPATI16				
ACOAAGPATI17				
ACOAD1i				
ACOAD20	MNXR190541	seedR:rxn02268	bigg.reaction:ACOAD20 ... bigg.reaction:R_ACOAD20 ... biggR:ACOAD20 ... biggR:R_ACOAD20 ... deprecated:MNXR190542 ... deprecated:MNXR95309 ... seed.reaction:rxn02268 ... seedR:rxn02268	2 MNXM1104649@MNXD1 + 2 WATER@MNXD1 = 2 MNXM1105985@MNXD1 + 1 MNXM735438@MNXD1
ACOADH2	MNXR190547	seedR:rxn01923	bigg.reaction:ACOADH2 ... bigg.reaction:R_ACOADH2 ... biggR:ACOADH2 ... biggR:R_ACOADH2 ... deprecated:MNXR190548 ... deprecated:MNXR95362 ... seed.reaction:rxn01923 ... seedR:rxn01923	2 MNXM1104531@MNXD1 + 1 MNXM735438@MNXD1 = 2 MNXM1104781@MNXD1 + 2 WATER@MNXD1
